"No.","Time","Source","Destination","Protocol","Length","Info"
"2757","405.503461321","192.168.1.46","192.168.1.47","UDP","42","56324  >  20445 Len=0"
"2758","405.506807235","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2759","406.115920335","192.168.1.43","224.0.0.251","MDNS","214","Standard query 0x0000 PTR _homekit._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR Air Julia._companion-link._tcp.local PTR 50-35-10-70.1 Kalanda._sleep-proxy._udp.local OPT"
"2760","406.117389751","fe80::426:7c3a:7184:9ebb","ff02::fb","MDNS","234","Standard query 0x0000 PTR _homekit._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR Air Julia._companion-link._tcp.local PTR 50-35-10-70.1 Kalanda._sleep-proxy._udp.local OPT"
"2762","406.504558011","192.168.1.46","192.168.1.47","UDP","42","56324  >  434 Len=0"
"2767","406.735532015","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2771","407.505503099","192.168.1.46","192.168.1.47","UDP","42","56324  >  21060 Len=0"
"2772","407.962747056","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2775","408.506146497","192.168.1.46","192.168.1.47","UDP","42","56324  >  49170 Len=0"
"2776","408.577252727","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2779","409.507252936","192.168.1.46","192.168.1.47","UDP","42","56324  >  17091 Len=0"
"2780","409.805700649","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2782","410.110033560","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"2783","410.416591768","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"2784","410.508078279","192.168.1.46","192.168.1.47","UDP","42","56324  >  689 Len=0"
"2785","410.512211650","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2787","410.683514353","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"2790","411.509028183","192.168.1.46","192.168.1.47","UDP","42","56324  >  17762 Len=0"
"2791","411.755004479","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2794","412.509939485","192.168.1.46","192.168.1.47","UDP","42","56324  >  18449 Len=0"
"2795","412.668822455","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2796","413.510870907","192.168.1.46","192.168.1.47","UDP","42","56324  >  1008 Len=0"
"2805","414.193299565","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2806","414.511342992","192.168.1.46","192.168.1.47","UDP","42","56324  >  20146 Len=0"
"2807","414.721287083","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2812","415.512234561","192.168.1.46","192.168.1.47","UDP","42","56324  >  19687 Len=0"
"2816","415.996698601","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2817","416.512858086","192.168.1.46","192.168.1.47","UDP","42","56324  >  17417 Len=0"
"2818","416.670061654","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2820","417.513796137","192.168.1.46","192.168.1.47","UDP","42","56324  >  57977 Len=0"
"2821","418.194989831","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2824","418.514202499","192.168.1.46","192.168.1.47","UDP","42","56324  >  18258 Len=0"
"2825","418.518828791","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2827","419.018920577","192.168.1.1","239.255.255.250","SSDP","367","NOTIFY * HTTP/1.1 "
"2830","419.326157284","192.168.1.1","239.255.255.250","SSDP","367","NOTIFY * HTTP/1.1 "
"2831","419.328112854","192.168.1.1","239.255.255.250","SSDP","376","NOTIFY * HTTP/1.1 "
"2832","419.515367671","192.168.1.46","192.168.1.47","UDP","42","56324  >  28493 Len=0"
"2833","419.633395317","192.168.1.1","239.255.255.250","SSDP","376","NOTIFY * HTTP/1.1 "
"2834","419.635482670","192.168.1.1","239.255.255.250","SSDP","431","NOTIFY * HTTP/1.1 "
"2835","419.637611624","192.168.1.1","239.255.255.250","SSDP","431","NOTIFY * HTTP/1.1 "
"2836","419.940851521","192.168.1.1","239.255.255.250","SSDP","441","NOTIFY * HTTP/1.1 "
"2837","419.943210620","192.168.1.1","239.255.255.250","SSDP","441","NOTIFY * HTTP/1.1 "
"2838","419.946714388","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2842","420.247679013","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"2843","420.248863995","192.168.1.41","224.0.0.251","MDNS","181","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question PTR _raop._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question OPT"
"2844","420.250100951","fe80::ca3:2c5e:11b9:6268","ff02::fb","MDNS","201","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question PTR _raop._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question OPT"
"2850","420.516047799","192.168.1.46","192.168.1.47","UDP","42","56324  >  49200 Len=0"
"2852","420.555585915","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"2853","420.588875451","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"2854","420.598225609","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2859","421.168723840","192.168.1.41","224.0.0.251","MDNS","214","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR Air Julia._companion-link._tcp.local PTR 50-35-10-70.1 Kalanda._sleep-proxy._udp.local OPT"
"2860","421.170041331","fe80::ca3:2c5e:11b9:6268","ff02::fb","MDNS","234","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR Air Julia._companion-link._tcp.local PTR 50-35-10-70.1 Kalanda._sleep-proxy._udp.local OPT"
"2861","421.517006368","192.168.1.46","192.168.1.47","UDP","42","56316  >  19682 Len=0"
"2862","421.872474134","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2865","422.397656881","192.168.1.49","224.0.0.251","MDNS","103","Standard query 0x001d PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"2867","422.517824350","192.168.1.46","192.168.1.47","UDP","42","56316  >  3457 Len=0"
"2868","422.705480121","192.168.1.34","224.0.0.251","MDNS","405","Standard query response 0x0000 PTR Google-Home-Mini-c9aba702a5ab3451e9503068da1d4368._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 c9aba702-a5ab-3451-e950-3068da1d4368.local A, cache flush 192.168.1.34"
"2869","423.105284435","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2870","423.518397353","192.168.1.46","192.168.1.47","UDP","42","56316  >  199 Len=0"
"2871","423.522720529","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2873","424.240697621","192.168.1.41","224.0.0.251","MDNS","214","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR Air Julia._companion-link._tcp.local PTR 50-35-10-70.1 Kalanda._sleep-proxy._udp.local OPT"
"2874","424.242003202","fe80::ca3:2c5e:11b9:6268","ff02::fb","MDNS","234","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR Air Julia._companion-link._tcp.local PTR 50-35-10-70.1 Kalanda._sleep-proxy._udp.local OPT"
"2875","424.519558386","192.168.1.46","192.168.1.47","UDP","42","56316  >  17338 Len=0"
"2876","425.023504847","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2879","425.520152990","192.168.1.46","192.168.1.47","UDP","42","56316  >  19625 Len=0"
"2880","425.533921090","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2883","426.487217788","192.168.1.46","80.58.61.250","DNS","73","Standard query 0x4882 A www.skype.com"
"2884","426.487253082","192.168.1.46","80.58.61.250","DNS","73","Standard query 0x408a AAAA www.skype.com"
"2885","426.521116992","192.168.1.46","192.168.1.47","UDP","42","56316  >  64513 Len=0"
"2886","426.554435652","80.58.61.250","192.168.1.46","DNS","171","Standard query response 0x408a AAAA www.skype.com CNAME livecms.trafficmanager.net CNAME s-0006.s-msedge.net AAAA 2620:1ec:42::133"
"2887","426.577118136","80.58.61.250","192.168.1.46","DNS","159","Standard query response 0x4882 A www.skype.com CNAME livecms.trafficmanager.net CNAME s-0006.s-msedge.net A 52.113.194.133"
"2889","426.698187671","192.168.1.38","224.0.0.251","MDNS","206","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Air Julia._companion-link._tcp.local"
"2890","426.699552624","fe80::18d5:b2c1:3047:af34","ff02::fb","MDNS","226","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Air Julia._companion-link._tcp.local"
"2910","427.108018701","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"2957","427.521614137","192.168.1.46","192.168.1.47","UDP","42","56316  >  57409 Len=0"
"2958","427.619801284","192.168.1.38","224.0.0.251","MDNS","206","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Air Julia._companion-link._tcp.local"
"2959","427.621073228","fe80::18d5:b2c1:3047:af34","ff02::fb","MDNS","226","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Air Julia._companion-link._tcp.local"
"2960","427.676466183","192.168.1.46","80.58.61.250","DNS","82","Standard query 0x8006 A secure.skypeassets.com"
"2961","427.676507657","192.168.1.46","80.58.61.250","DNS","82","Standard query 0xdc0e AAAA secure.skypeassets.com"
"2962","427.723816802","80.58.61.250","192.168.1.46","DNS","179","Standard query response 0x8006 A secure.skypeassets.com CNAME secure.skypeassets.com.edgekey.net CNAME e2782.b.akamaiedge.net A 23.214.220.5"
"2963","427.734601204","80.58.61.250","192.168.1.46","DNS","221","Standard query response 0xdc0e AAAA secure.skypeassets.com CNAME secure.skypeassets.com.edgekey.net CNAME e2782.b.akamaiedge.net SOA n0b.akamaiedge.net"
"3006","427.972240807","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"3094","428.522245898","192.168.1.46","192.168.1.47","UDP","42","56316  >  49208 Len=0"
"3109","428.545129167","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"3427","429.523305180","192.168.1.46","192.168.1.47","UDP","42","56316  >  1485 Len=0"
"3512","429.770165806","192.168.1.38","224.0.0.251","MDNS","206","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Air Julia._companion-link._tcp.local"
"3513","429.771592267","fe80::18d5:b2c1:3047:af34","ff02::fb","MDNS","226","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Air Julia._companion-link._tcp.local"
"3528","429.871822563","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"3529","429.894737536","192.168.1.46","80.58.61.250","DNS","82","Standard query 0x807a A secure.skypeassets.com"
"3530","429.894771730","192.168.1.46","80.58.61.250","DNS","82","Standard query 0x8482 AAAA secure.skypeassets.com"
"3532","429.966070277","192.168.1.46","80.58.61.250","DNS","74","Standard query 0x38fd A a.lw.skype.com"
"3533","429.966099414","192.168.1.46","80.58.61.250","DNS","74","Standard query 0x7803 AAAA a.lw.skype.com"
"3542","429.985174929","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"3549","430.054846560","80.58.61.250","192.168.1.46","DNS","179","Standard query response 0x807a A secure.skypeassets.com CNAME secure.skypeassets.com.edgekey.net CNAME e2782.b.akamaiedge.net A 23.214.220.5"
"3550","430.068874599","80.58.61.250","192.168.1.46","DNS","221","Standard query response 0x8482 AAAA secure.skypeassets.com CNAME secure.skypeassets.com.edgekey.net CNAME e2782.b.akamaiedge.net SOA n0b.akamaiedge.net"
"3555","430.099915964","80.58.61.250","192.168.1.46","DNS","189","Standard query response 0x38fd A a.lw.skype.com CNAME a.login.skype.com CNAME azureloginprod.trafficmanager.net CNAME s-0006.s-msedge.net A 52.113.194.133"
"3556","430.109213692","80.58.61.250","192.168.1.46","DNS","201","Standard query response 0x7803 AAAA a.lw.skype.com CNAME a.login.skype.com CNAME azureloginprod.trafficmanager.net CNAME s-0006.s-msedge.net AAAA 2620:1ec:42::133"
"3615","430.384409149","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"3632","430.524009066","192.168.1.46","192.168.1.47","UDP","42","56316  >  39213 Len=0"
"3674","430.691649658","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"3692","430.736323912","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"3726","431.524952018","192.168.1.46","192.168.1.47","UDP","42","56316  >  39632 Len=0"
"3727","432.021788593","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"3729","432.524928735","192.168.1.46","192.168.1.47","UDP","42","56316  >  21016 Len=0"
"3734","432.895320700","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"3738","433.037550874","192.168.1.46","80.58.61.250","DNS","74","Standard query 0x100b A login.live.com"
"3739","433.037578092","192.168.1.46","80.58.61.250","DNS","74","Standard query 0x1014 AAAA login.live.com"
"3834","433.149416530","192.168.1.41","224.0.0.251","MDNS","214","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR Air Julia._companion-link._tcp.local PTR 50-35-10-70.1 Kalanda._sleep-proxy._udp.local OPT"
"3835","433.150806723","fe80::ca3:2c5e:11b9:6268","ff02::fb","MDNS","234","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR Air Julia._companion-link._tcp.local PTR 50-35-10-70.1 Kalanda._sleep-proxy._udp.local OPT"
"3846","433.152633152","80.58.61.250","192.168.1.46","DNS","211","Standard query response 0x100b A login.live.com CNAME login.msa.msidentity.com CNAME login.msa.akadns6.net CNAME ipv4.login.msa.akadns6.net A 40.90.22.186 A 40.90.22.184 A 40.90.22.188"
"3859","433.160484953","80.58.61.250","192.168.1.46","DNS","233","Standard query response 0x1014 AAAA login.live.com CNAME login.msa.msidentity.com CNAME login.msa.akadns6.net CNAME ipv4.login.msa.akadns6.net SOA internal.akadns.net"
"4033","433.525674894","192.168.1.46","192.168.1.47","UDP","42","56316  >  47772 Len=0"
"4117","433.763755977","192.168.1.38","224.0.0.251","MDNS","206","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Air Julia._companion-link._tcp.local"
"4118","433.765123517","fe80::18d5:b2c1:3047:af34","ff02::fb","MDNS","226","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Air Julia._companion-link._tcp.local"
"4208","434.168952942","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"4306","434.526129660","192.168.1.46","192.168.1.47","UDP","42","56316  >  19718 Len=0"
"4337","434.689233999","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"4346","435.000659241","192.168.1.46","80.58.61.250","DNS","74","Standard query 0x065b A edge.skype.com"
"4347","435.000695017","192.168.1.46","80.58.61.250","DNS","74","Standard query 0x5764 AAAA edge.skype.com"
"4349","435.049135623","80.58.61.250","192.168.1.46","DNS","152","Standard query response 0x065b A edge.skype.com CNAME edge-skype-com.s-0001.s-msedge.net CNAME s-0001.s-msedge.net A 13.107.3.128"
"4350","435.058911313","80.58.61.250","192.168.1.46","DNS","193","Standard query response 0x5764 AAAA edge.skype.com CNAME edge-skype-com.s-0001.s-msedge.net CNAME s-0001.s-msedge.net SOA ns1.s-msedge.net"
"4524","435.527089323","192.168.1.46","192.168.1.47","UDP","42","56316  >  20425 Len=0"
"4633","436.015564786","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"4781","436.527672999","192.168.1.46","192.168.1.47","UDP","42","56316  >  21247 Len=0"
"4786","436.898094834","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"4787","437.528342994","192.168.1.46","192.168.1.47","UDP","42","56316  >  38063 Len=0"
"4789","438.528967268","192.168.1.46","192.168.1.47","UDP","42","56346  >  1900 Len=0"
"4790","438.594327477","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"4792","439.294002418","192.168.1.1","239.255.255.250","SSDP","367","NOTIFY * HTTP/1.1 "
"4793","439.295894436","192.168.1.1","239.255.255.250","SSDP","367","NOTIFY * HTTP/1.1 "
"4794","439.297845409","192.168.1.1","239.255.255.250","SSDP","376","NOTIFY * HTTP/1.1 "
"4795","439.529980193","192.168.1.46","192.168.1.47","UDP","42","56317  >  38063 Len=0"
"4797","439.601245111","192.168.1.1","239.255.255.250","SSDP","376","NOTIFY * HTTP/1.1 "
"4798","439.603436115","192.168.1.1","239.255.255.250","SSDP","431","NOTIFY * HTTP/1.1 "
"4799","439.605606907","192.168.1.1","239.255.255.250","SSDP","431","NOTIFY * HTTP/1.1 "
"4878","439.908668966","192.168.1.1","239.255.255.250","SSDP","441","NOTIFY * HTTP/1.1 "
"4879","439.910943703","192.168.1.1","239.255.255.250","SSDP","441","NOTIFY * HTTP/1.1 "
"4886","439.990379448","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"5029","440.358090161","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"5155","440.531053919","192.168.1.46","192.168.1.47","UDP","42","56316  >  21000 Len=0"
"5156","440.535170745","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"5189","440.829240517","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"5235","441.532101890","192.168.1.46","192.168.1.47","UDP","42","56318  >  38063 Len=0"
"5272","442.365568416","192.168.1.49","224.0.0.251","MDNS","103","Standard query 0x001e PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"5273","442.368915398","192.168.1.34","224.0.0.251","MDNS","405","Standard query response 0x0000 PTR Google-Home-Mini-c9aba702a5ab3451e9503068da1d4368._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 c9aba702-a5ab-3451-e950-3068da1d4368.local A, cache flush 192.168.1.34"
"5283","442.533033476","192.168.1.46","192.168.1.47","UDP","42","56316  >  1000 Len=0"
"5284","442.537635665","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"5330","443.534268539","192.168.1.46","192.168.1.47","UDP","42","56319  >  38063 Len=0"
"5397","444.535428430","192.168.1.46","192.168.1.47","UDP","42","56316  >  3296 Len=0"
"5432","445.396111891","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"5480","445.535603074","192.168.1.46","192.168.1.47","UDP","42","56320  >  38063 Len=0"
"5530","446.536762725","192.168.1.46","192.168.1.47","UDP","42","56316  >  22045 Len=0"
"5555","446.978692863","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"5556","447.537030698","192.168.1.46","192.168.1.47","UDP","42","56321  >  38063 Len=0"
"5557","447.587342722","192.168.1.43","224.0.0.251","MDNS","112","Standard query 0x0000 PTR _sleep-proxy._udp.local, ""QU"" question OPT"
"5558","447.588400312","fe80::426:7c3a:7184:9ebb","ff02::fb","MDNS","132","Standard query 0x0000 PTR _sleep-proxy._udp.local, ""QU"" question OPT"
"5564","448.509069276","192.168.1.43","224.0.0.251","MDNS","148","Standard query 0x0000 PTR _sleep-proxy._udp.local, ""QM"" question PTR 50-35-10-70.1 Kalanda._sleep-proxy._udp.local OPT"
"5565","448.510229581","fe80::426:7c3a:7184:9ebb","ff02::fb","MDNS","168","Standard query 0x0000 PTR _sleep-proxy._udp.local, ""QM"" question PTR 50-35-10-70.1 Kalanda._sleep-proxy._udp.local OPT"
"5566","448.537159527","192.168.1.46","192.168.1.47","UDP","42","56316  >  35777 Len=0"
"5567","448.820503368","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"5569","449.538041532","192.168.1.46","192.168.1.47","UDP","42","56322  >  38063 Len=0"
"5571","450.045887057","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"5573","450.353332020","192.168.1.43","224.0.0.251","MDNS","206","Standard query 0x0000 PTR _homekit._tcp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question TXT Air Julia._companion-link._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR 50-35-10-70.1 Kalanda._sleep-proxy._udp.local OPT"
"5574","450.354730315","fe80::426:7c3a:7184:9ebb","ff02::fb","MDNS","226","Standard query 0x0000 PTR _homekit._tcp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question TXT Air Julia._companion-link._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR 50-35-10-70.1 Kalanda._sleep-proxy._udp.local OPT"
"5575","450.355840349","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"5576","450.539268159","192.168.1.46","192.168.1.47","UDP","42","56347  >  1900 Len=0"
"5577","450.659625686","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"5578","451.044838699","192.168.1.46","80.58.61.250","DNS","77","Standard query 0x6e97 A stackoverflow.com"
"5579","451.044906226","192.168.1.46","80.58.61.250","DNS","77","Standard query 0xa4a0 AAAA stackoverflow.com"
"5580","451.092169877","80.58.61.250","192.168.1.46","DNS","141","Standard query response 0x6e97 A stackoverflow.com A 151.101.1.69 A 151.101.65.69 A 151.101.129.69 A 151.101.193.69"
"5581","451.101905429","80.58.61.250","192.168.1.46","DNS","159","Standard query response 0xa4a0 AAAA stackoverflow.com SOA ns-1033.awsdns-01.org"
"5598","451.273959950","192.168.1.43","224.0.0.251","MDNS","154","Standard query 0x0000 PTR _homekit._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR Air Julia._companion-link._tcp.local OPT"
"5599","451.275161183","fe80::426:7c3a:7184:9ebb","ff02::fb","MDNS","174","Standard query 0x0000 PTR _homekit._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR Air Julia._companion-link._tcp.local OPT"
"5624","451.540353861","192.168.1.46","192.168.1.47","UDP","42","56323  >  38063 Len=0"
"5693","451.832440969","192.168.1.46","80.58.61.250","DNS","75","Standard query 0x3f73 A cdn.sstatic.net"
"5694","451.832474039","192.168.1.46","80.58.61.250","DNS","75","Standard query 0x687a AAAA cdn.sstatic.net"
"5695","451.836493012","192.168.1.46","80.58.61.250","DNS","79","Standard query 0xb56c A ajax.googleapis.com"
"5696","451.836513178","192.168.1.46","80.58.61.250","DNS","79","Standard query 0x6571 AAAA ajax.googleapis.com"
"5697","451.880764019","80.58.61.250","192.168.1.46","DNS","139","Standard query response 0x3f73 A cdn.sstatic.net A 151.101.1.69 A 151.101.65.69 A 151.101.193.69 A 151.101.129.69"
"5698","451.890022274","80.58.61.250","192.168.1.46","DNS","156","Standard query response 0x687a AAAA cdn.sstatic.net SOA ns-274.awsdns-34.com"
"5705","451.900405734","80.58.61.250","192.168.1.46","DNS","95","Standard query response 0xb56c A ajax.googleapis.com A 216.58.211.42"
"5706","451.910235734","80.58.61.250","192.168.1.46","DNS","107","Standard query response 0x6571 AAAA ajax.googleapis.com AAAA 2a00:1450:4003:802::200a"
"5930","452.748774256","192.168.1.46","192.168.1.47","UDP","42","56324  >  38063 Len=0"
"6016","453.109529348","192.168.1.46","80.58.61.250","DNS","77","Standard query 0x4a99 A i.stack.imgur.com"
"6017","453.109564773","192.168.1.46","80.58.61.250","DNS","77","Standard query 0x1aa5 AAAA i.stack.imgur.com"
"6018","453.109651289","192.168.1.46","80.58.61.250","DNS","76","Standard query 0x30c2 A www.gravatar.com"
"6019","453.109681511","192.168.1.46","80.58.61.250","DNS","76","Standard query 0xecc9 AAAA www.gravatar.com"
"6022","453.287309823","80.58.61.250","192.168.1.46","DNS","319","Standard query response 0x4a99 A i.stack.imgur.com CNAME i.stack.imgur.com.cdn.cloudflare.net A 104.16.3.35 A 104.16.1.35 A 104.16.24.34 A 104.16.26.34 A 104.16.29.34 A 104.16.25.34 A 104.16.0.35 A 104.16.30.34 A 104.16.31.34 A 104.16.28.34 A 104.16.27.34 A 104.16.2.35"
"6023","453.296280544","80.58.61.250","192.168.1.46","DNS","182","Standard query response 0x1aa5 AAAA i.stack.imgur.com CNAME i.stack.imgur.com.cdn.cloudflare.net SOA ns1.cloudflare.net"
"6027","453.306185889","80.58.61.250","192.168.1.46","DNS","92","Standard query response 0x30c2 A www.gravatar.com A 192.0.73.2"
"6028","453.315295027","80.58.61.250","192.168.1.46","DNS","104","Standard query response 0xecc9 AAAA www.gravatar.com AAAA 2a04:fa87:fffe::c000:4902"
"6267","453.957096523","192.168.1.46","192.168.1.47","UDP","42","56325  >  38063 Len=0"
"6374","454.345853677","192.168.1.43","224.0.0.251","MDNS","154","Standard query 0x0000 PTR _homekit._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR Air Julia._companion-link._tcp.local OPT"
"6375","454.347227627","fe80::426:7c3a:7184:9ebb","ff02::fb","MDNS","174","Standard query 0x0000 PTR _homekit._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR Air Julia._companion-link._tcp.local OPT"
"6578","456.166521897","192.168.1.46","192.168.1.47","UDP","42","56326  >  38063 Len=0"
"6621","457.374814047","192.168.1.46","192.168.1.47","UDP","42","56316  >  49306 Len=0"
"6622","457.553464098","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6623","458.375805918","192.168.1.46","192.168.1.47","UDP","42","56316  >  44968 Len=0"
"6624","458.752983579","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6625","459.261918743","192.168.1.1","239.255.255.250","SSDP","367","NOTIFY * HTTP/1.1 "
"6626","459.263874452","192.168.1.1","239.255.255.250","SSDP","367","NOTIFY * HTTP/1.1 "
"6627","459.265269579","192.168.1.43","224.0.0.251","MDNS","214","Standard query 0x0000 PTR _homekit._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR Air Julia._companion-link._tcp.local PTR 50-35-10-70.1 Kalanda._sleep-proxy._udp.local OPT"
"6628","459.266670949","fe80::426:7c3a:7184:9ebb","ff02::fb","MDNS","234","Standard query 0x0000 PTR _homekit._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR Air Julia._companion-link._tcp.local PTR 50-35-10-70.1 Kalanda._sleep-proxy._udp.local OPT"
